2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017**,2018,2019,2020,2021,2022
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,397
0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,1102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,1339
0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,1321
0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,1122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,323
0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,977
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,374
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,643
0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,670
0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,352
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,203
0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,160
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,239
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1206
